Time Scale; Number of Packets; Total data (b); 
770.000000; 2445; 1828097; 
771.000000; 2037; 1529217; 
772.000000; 2437; 1831749; 
773.000000; 2965; 2222274; 
774.000000; 2514; 1886345; 
775.000000; 1982; 1491415; 
776.000000; 2828; 2108496; 
777.000000; 2786; 2072793; 
778.000000; 2650; 1986377; 
779.000000; 2631; 1970281; 
780.000000; 2741; 2058266; 
781.000000; 1823; 1366825; 
782.000000; 2846; 2125081; 
783.000000; 2428; 1820739; 
784.000000; 2655; 1996723; 
785.000000; 2134; 1605932; 
786.000000; 2910; 2183682; 
787.000000; 2939; 2204563; 
788.000000; 2502; 1861651; 
789.000000; 2641; 1973653; 
790.000000; 2731; 2045299; 
791.000000; 2045; 1531560; 
792.000000; 2779; 2091107; 
793.000000; 2878; 2159303; 
794.000000; 2300; 1719651; 
795.000000; 2334; 1740552; 
796.000000; 1910; 1426620; 
797.000000; 2050; 1537953; 
798.000000; 2586; 1928123; 
799.000000; 2443; 1834941; 
800.000000; 2759; 2057247; 
801.000000; 2846; 2130152; 
802.000000; 2015; 1511441; 
803.000000; 2783; 2083879; 
804.000000; 2066; 1534249; 
805.000000; 2208; 1663657; 
806.000000; 2357; 1764278; 
807.000000; 2542; 1906432; 
808.000000; 2405; 1787094; 
809.000000; 2380; 1791094; 
810.000000; 2633; 1977921; 
811.000000; 2679; 2010277; 
812.000000; 1811; 1357739; 
813.000000; 2197; 1652275; 
814.000000; 2789; 2096325; 
815.000000; 2062; 1548726; 
816.000000; 2040; 1542544; 
817.000000; 2193; 1648318; 
818.000000; 2683; 2018926; 
819.000000; 2263; 1693012; 
820.000000; 2898; 2167813; 
821.000000; 2678; 2010032; 
822.000000; 2723; 2046539; 
823.000000; 2727; 2033113; 
824.000000; 1946; 1449353; 
825.000000; 2010; 1519443; 
826.000000; 2371; 1772454; 
827.000000; 1873; 1409519; 
828.000000; 2270; 1710515; 
829.000000; 2192; 1650580; 
830.000000; 1878; 1413600; 
831.000000; 2432; 1839536; 
832.000000; 2271; 1694057; 
833.000000; 2366; 1768564; 
834.000000; 2525; 1883935; 
835.000000; 2730; 2039055; 
836.000000; 2483; 1860703; 
837.000000; 2648; 1975212; 
838.000000; 2463; 1837929; 
839.000000; 2930; 2194816; 
840.000000; 2215; 1653502; 
841.000000; 2614; 1957087; 
842.000000; 1814; 1369861; 
843.000000; 2151; 1613877; 
844.000000; 2146; 1609625; 
845.000000; 1870; 1403948; 
846.000000; 2300; 1733346; 
847.000000; 2155; 1599852; 
848.000000; 2235; 1671949; 
849.000000; 2264; 1700543; 
850.000000; 2675; 2009592; 
851.000000; 1848; 1392200; 
852.000000; 2546; 1900175; 
853.000000; 2998; 2249617; 
854.000000; 1869; 1397153; 
855.000000; 2004; 1496311; 
856.000000; 2421; 1816869; 
857.000000; 2560; 1921537; 
858.000000; 1949; 1473885; 
859.000000; 2634; 1966311; 
860.000000; 2063; 1535584; 
861.000000; 2548; 1906938; 
862.000000; 2272; 1712448; 
863.000000; 2877; 2156802; 
864.000000; 2563; 1921614; 
865.000000; 2623; 1968802; 
866.000000; 2633; 1976217; 
867.000000; 2459; 1842809; 
868.000000; 2927; 2193329; 
869.000000; 2882; 2163403; 
870.000000; 2924; 2181961; 
871.000000; 2168; 1615943; 
872.000000; 2235; 1677868; 
873.000000; 1802; 1350497; 
874.000000; 2914; 2176818; 
875.000000; 1871; 1395103; 
876.000000; 2727; 2055804; 
877.000000; 2492; 1854976; 
878.000000; 2639; 1968930; 
879.000000; 2788; 2082522; 
880.000000; 2288; 1714940; 
881.000000; 2039; 1528419; 
882.000000; 2511; 1892074; 
883.000000; 2080; 1563959; 
884.000000; 2585; 1938133; 
885.000000; 2609; 1955133; 
886.000000; 1805; 1348601; 
887.000000; 2313; 1740441; 
888.000000; 2887; 2159904; 
889.000000; 2345; 1753835; 
890.000000; 2267; 1706216; 
891.000000; 2780; 2068432; 
892.000000; 2269; 1704709; 
893.000000; 2321; 1736641; 
894.000000; 2366; 1774598; 
895.000000; 2341; 1759611; 
896.000000; 2156; 1613887; 
897.000000; 2039; 1540275; 
898.000000; 2438; 1835479; 
899.000000; 1899; 1419211; 
900.000000; 2677; 2006048; 
901.000000; 2702; 2027684; 
902.000000; 2453; 1838766; 
903.000000; 2825; 2120075; 
904.000000; 2806; 2115242; 
905.000000; 2007; 1508063; 
906.000000; 2561; 1921727; 
907.000000; 1813; 1353281; 
908.000000; 2976; 2235420; 
909.000000; 2404; 1813108; 
910.000000; 2489; 1852536; 
911.000000; 2576; 1917511; 
912.000000; 1989; 1488181; 
913.000000; 2482; 1842930; 
914.000000; 2513; 1876679; 
915.000000; 2324; 1737071; 
916.000000; 2943; 2198369; 
917.000000; 2078; 1551774; 
918.000000; 2822; 2113390; 
919.000000; 2237; 1665305; 
920.000000; 2311; 1724617; 
921.000000; 2518; 1887826; 
922.000000; 2132; 1596586; 
923.000000; 2531; 1886313; 
924.000000; 2440; 1822336; 
925.000000; 2895; 2173298; 
926.000000; 2630; 1972236; 
927.000000; 2307; 1726244; 
928.000000; 1953; 1468256; 
929.000000; 1971; 1479316; 
930.000000; 2020; 1509758; 
931.000000; 2477; 1849833; 
932.000000; 1956; 1469220; 
933.000000; 2101; 1574508; 
934.000000; 2379; 1778564; 
935.000000; 2134; 1594147; 
936.000000; 2202; 1642083; 
937.000000; 2645; 1980707; 
938.000000; 2106; 1584279; 
939.000000; 2453; 1835274; 
940.000000; 2046; 1537428; 
941.000000; 2662; 1989457; 
942.000000; 2375; 1780427; 
943.000000; 2164; 1616172; 
944.000000; 2485; 1847090; 
945.000000; 1845; 1382370; 
946.000000; 2671; 1983497; 
947.000000; 1992; 1501345; 
948.000000; 1998; 1495818; 
949.000000; 2842; 2133652; 
950.000000; 2212; 1648907; 
951.000000; 2675; 1997249; 
952.000000; 2998; 2242721; 
953.000000; 2977; 2223567; 
954.000000; 2759; 2081697; 
955.000000; 2887; 2155916; 
956.000000; 1951; 1470584; 
957.000000; 1911; 1427558; 
958.000000; 2019; 1506283; 
959.000000; 1884; 1392613; 
960.000000; 2948; 2225605; 
961.000000; 2830; 2115738; 
962.000000; 2084; 1547603; 
963.000000; 2051; 1543525; 
964.000000; 2031; 1523837; 
965.000000; 2693; 2018705; 
966.000000; 2097; 1565262; 
967.000000; 2585; 1942908; 
968.000000; 2462; 1862959; 
969.000000; 2854; 2139100; 
970.000000; 2096; 1558629; 
971.000000; 2038; 1524356; 
972.000000; 2152; 1613563; 
973.000000; 2153; 1611118; 
974.000000; 2636; 1976865; 
975.000000; 2384; 1778267; 
976.000000; 2733; 2050403; 
977.000000; 2867; 2144611; 
978.000000; 2538; 1904106; 
979.000000; 2265; 1693931; 
980.000000; 2188; 1643165; 
981.000000; 2508; 1874959; 
982.000000; 1973; 1479861; 
983.000000; 2472; 1843481; 
984.000000; 2224; 1668052; 
985.000000; 2703; 2033292; 
986.000000; 2631; 1971643; 
987.000000; 1894; 1409194; 
988.000000; 2687; 2002948; 
989.000000; 1804; 1335237; 
990.000000; 1885; 1408605; 
991.000000; 2984; 2226758; 
992.000000; 2671; 1998254; 
993.000000; 2295; 1723608; 
994.000000; 2967; 2203128; 
995.000000; 1837; 1377721; 
996.000000; 2261; 1696699; 
997.000000; 2190; 1643753; 
998.000000; 1856; 1406041; 
999.000000; 1983; 1478875; 
1000.000000; 2744; 2065930; 
1001.000000; 2721; 2041325; 
1002.000000; 2637; 1983718; 
1003.000000; 2569; 1930526; 
1004.000000; 1853; 1383397; 
1005.000000; 2573; 1924268; 
1006.000000; 1939; 1455336; 
1007.000000; 2660; 1985414; 
1008.000000; 2014; 1512405; 
1009.000000; 2810; 2104151; 
1010.000000; 2458; 1849397; 
1011.000000; 2510; 1900113; 
1012.000000; 1929; 1435276; 
1013.000000; 2495; 1878446; 
1014.000000; 2971; 2225708; 
1015.000000; 2886; 2149744; 
1016.000000; 2221; 1675461; 
1017.000000; 2763; 2082053; 
1018.000000; 2404; 1795580; 
1019.000000; 2409; 1810739; 
1020.000000; 2586; 1941394; 
1021.000000; 2254; 1697390; 
1022.000000; 2517; 1885776; 
1023.000000; 2714; 2037431; 
1024.000000; 2185; 1643866; 
1025.000000; 2262; 1703267; 
1026.000000; 2681; 2010464; 
1027.000000; 2975; 2233993; 
1028.000000; 2344; 1759785; 
1029.000000; 1803; 1338576; 
1030.000000; 2008; 1502224; 
1031.000000; 2690; 2006572; 
1032.000000; 2760; 2070142; 
1033.000000; 2856; 2144681; 
1034.000000; 2773; 2100328; 
1035.000000; 2028; 1504286; 
1036.000000; 2767; 2074522; 
1037.000000; 2568; 1931902; 
1038.000000; 2564; 1913859; 
1039.000000; 1910; 1439376; 
1040.000000; 2589; 1944199; 
1041.000000; 2364; 1767378; 
1042.000000; 2880; 2170786; 
1043.000000; 2259; 1700578; 
1044.000000; 1813; 1360601; 
1045.000000; 2198; 1658024; 
1046.000000; 2012; 1514533; 
1047.000000; 2007; 1510808; 
1048.000000; 2556; 1913429; 
1049.000000; 2010; 1505719; 
1050.000000; 2984; 2219841; 
1051.000000; 2765; 2076843; 
1052.000000; 2900; 2158281; 
1053.000000; 2772; 2074230; 
1054.000000; 2048; 1538816; 
1055.000000; 1813; 1360066; 
1056.000000; 2041; 1530340; 
1057.000000; 2748; 2064668; 
1058.000000; 2570; 1928851; 
1059.000000; 2809; 2097933; 
1060.000000; 2116; 1585013; 
1061.000000; 2273; 1703850; 
1062.000000; 2005; 1505038; 
1063.000000; 2150; 1600168; 
1064.000000; 2794; 2099085; 
1065.000000; 1961; 1463385; 
1066.000000; 1974; 1470669; 
1067.000000; 2981; 2234779; 
1068.000000; 2579; 1936604; 
1069.000000; 2372; 1780760; 
1070.000000; 2786; 2090164; 
1071.000000; 1898; 1422996; 
1072.000000; 1901; 1426534; 
1073.000000; 2996; 2253413; 
1074.000000; 2866; 2134957; 
1075.000000; 2049; 1530692; 
1076.000000; 2006; 1502707; 
1077.000000; 2062; 1530130; 
1078.000000; 1987; 1487428; 
1079.000000; 2288; 1717896; 
1080.000000; 2303; 1730148; 
1081.000000; 1980; 1480070; 
1082.000000; 2683; 2004748; 
1083.000000; 2122; 1593907; 
1084.000000; 2663; 1991081; 
1085.000000; 2209; 1660742; 
1086.000000; 2335; 1752683; 
1087.000000; 2089; 1578569; 
1088.000000; 1856; 1383707; 
1089.000000; 2748; 2059418; 
1090.000000; 2124; 1599439; 
1091.000000; 2755; 2059723; 
1092.000000; 2198; 1657468; 
1093.000000; 2370; 1779115; 
1094.000000; 2767; 2079974; 
1095.000000; 2561; 1907127; 
1096.000000; 2734; 2047333; 
1097.000000; 2367; 1777634; 
1098.000000; 2379; 1790105; 
1099.000000; 2547; 1901558; 
1100.000000; 2341; 1764838; 
1101.000000; 2258; 1695149; 
1102.000000; 2370; 1778860; 
1103.000000; 2581; 1923770; 
1104.000000; 2005; 1507911; 
1105.000000; 2391; 1782097; 
1106.000000; 2381; 1784181; 
1107.000000; 2414; 1807364; 
1108.000000; 2926; 2197726; 
1109.000000; 2670; 2012451; 
1110.000000; 2471; 1844406; 
1111.000000; 1827; 1373360; 
1112.000000; 2332; 1756491; 
1113.000000; 2795; 2096850; 
1114.000000; 1932; 1451568; 
1115.000000; 2743; 2059715; 
1116.000000; 2112; 1576968; 
1117.000000; 2693; 2016106; 
1118.000000; 2673; 1995408; 
1119.000000; 2294; 1702345; 
1120.000000; 2558; 1912362; 
1121.000000; 2294; 1707024; 
1122.000000; 2861; 2149723; 
1123.000000; 2216; 1657264; 
1124.000000; 2873; 2138214; 
1125.000000; 2757; 2064896; 
1126.000000; 2130; 1601995; 
1127.000000; 2485; 1878818; 
1128.000000; 2065; 1547714; 
1129.000000; 2336; 1753739; 
1130.000000; 2646; 1977743; 
1131.000000; 2950; 2223864; 
1132.000000; 2155; 1616631; 
1133.000000; 2182; 1632857; 
1134.000000; 2001; 1502773; 
1135.000000; 2568; 1933633; 
1136.000000; 1913; 1428744; 
1137.000000; 1876; 1394493; 
1138.000000; 2383; 1789448; 
1139.000000; 2225; 1655820; 
1140.000000; 2769; 2071122; 
1141.000000; 2893; 2170808; 
1142.000000; 2725; 2049568; 
1143.000000; 2969; 2227784; 
1144.000000; 1884; 1414009; 
1145.000000; 2108; 1578518; 
1146.000000; 2278; 1706593; 
1147.000000; 2320; 1734499; 
1148.000000; 1845; 1384111; 
1149.000000; 2094; 1571372; 
1150.000000; 2105; 1583219; 
1151.000000; 2433; 1836358; 
1152.000000; 2062; 1537599; 
1153.000000; 2537; 1900244; 
1154.000000; 2119; 1594404; 
1155.000000; 2583; 1936277; 
1156.000000; 2812; 2118627; 
1157.000000; 2388; 1800431; 
1158.000000; 2264; 1704454; 
1159.000000; 2743; 2063341; 
1160.000000; 1962; 1468443; 
1161.000000; 2827; 2121400; 
1162.000000; 2740; 2057390; 
1163.000000; 2228; 1684945; 
1164.000000; 2345; 1755830; 
1165.000000; 2666; 1999367; 
1166.000000; 2547; 1907724; 
1167.000000; 1959; 1465452; 
1168.000000; 2118; 1594536; 
1169.000000; 2313; 1742138; 
1170.000000; 2742; 2048567; 
1171.000000; 2807; 2105543; 
1172.000000; 2685; 2013471; 
1173.000000; 2894; 2175157; 
1174.000000; 2589; 1942916; 
1175.000000; 2847; 2140743; 
1176.000000; 2658; 1982751; 
1177.000000; 2355; 1780469; 
1178.000000; 2277; 1705060; 
1179.000000; 2889; 2158285; 
1180.000000; 2169; 1626455; 
1181.000000; 2796; 2098803; 
1182.000000; 2371; 1760769; 
1183.000000; 2604; 1948272; 
1184.000000; 2791; 2087464; 
1185.000000; 2799; 2101440; 
1186.000000; 1927; 1448112; 
1187.000000; 2012; 1514614; 
1188.000000; 2203; 1649517; 
1189.000000; 2487; 1855750; 
1190.000000; 2318; 1741634; 
1191.000000; 2108; 1580700; 
1192.000000; 2966; 2207886; 
1193.000000; 1873; 1394486; 
1194.000000; 2086; 1563382; 
1195.000000; 2242; 1677306; 
1196.000000; 2813; 2111230; 
1197.000000; 1990; 1482833; 
1198.000000; 1839; 1387677; 
1199.000000; 2982; 2224299; 
1200.000000; 2336; 1757381; 
1201.000000; 2845; 2126854; 
1202.000000; 2678; 2009446; 
1203.000000; 2313; 1735914; 
1204.000000; 2168; 1625064; 
1205.000000; 1852; 1384605; 
1206.000000; 2785; 2083772; 
1207.000000; 2386; 1797050; 
1208.000000; 2184; 1639315; 
1209.000000; 2544; 1907422; 
1210.000000; 2985; 2245144; 
1211.000000; 2673; 1988358; 
1212.000000; 2359; 1769442; 
1213.000000; 2487; 1870685; 
1214.000000; 2648; 1982790; 
1215.000000; 2925; 2180338; 
1216.000000; 2158; 1602802; 
1217.000000; 2568; 1932098; 
1218.000000; 2526; 1894441; 
1219.000000; 2302; 1737918; 
1220.000000; 2791; 2092425; 
1221.000000; 2888; 2179572; 
1222.000000; 1973; 1480533; 
1223.000000; 2037; 1527240; 
1224.000000; 1924; 1435628; 
1225.000000; 2410; 1807002; 
1226.000000; 1980; 1474554; 
1227.000000; 2551; 1920415; 
1228.000000; 2540; 1911918; 
1229.000000; 2680; 2007480; 
1230.000000; 2217; 1663153; 
1231.000000; 2092; 1556458; 
1232.000000; 2305; 1726284; 
1233.000000; 2911; 2185658; 
1234.000000; 2260; 1683492; 
1235.000000; 2867; 2153312; 
1236.000000; 1948; 1457363; 
1237.000000; 2877; 2166561; 
1238.000000; 2089; 1569695; 
1239.000000; 1821; 1366233; 
1240.000000; 1994; 1491325; 
1241.000000; 2603; 1942331; 
1242.000000; 2119; 1596353; 
1243.000000; 1996; 1501316; 
1244.000000; 2490; 1869090; 
1245.000000; 2747; 2071098; 
1246.000000; 2085; 1556116; 
1247.000000; 2382; 1785483; 
1248.000000; 1970; 1475116; 
1249.000000; 2430; 1815703; 
1250.000000; 2449; 1825961; 
1251.000000; 2914; 2183091; 
1252.000000; 2149; 1610163; 
1253.000000; 2236; 1685574; 
1254.000000; 2526; 1895949; 
1255.000000; 2874; 2159807; 
1256.000000; 1856; 1391732; 
1257.000000; 2178; 1635364; 
1258.000000; 2659; 1993221; 
1259.000000; 2024; 1519136; 
1260.000000; 1910; 1430753; 
1261.000000; 2802; 2094829; 
1262.000000; 1979; 1476044; 
1263.000000; 2863; 2149168; 
1264.000000; 2610; 1956832; 
1265.000000; 2819; 2115201; 
1266.000000; 2755; 2077506; 
1267.000000; 2896; 2151898; 
1268.000000; 2850; 2136662; 
1269.000000; 2744; 2040943; 
1270.000000; 2418; 1809562; 
1271.000000; 2852; 2133298; 
1272.000000; 2558; 1923053; 
1273.000000; 2652; 1982875; 
1274.000000; 2618; 1962957; 
1275.000000; 2312; 1732265; 
1276.000000; 2505; 1878398; 
1277.000000; 2441; 1824410; 
1278.000000; 1994; 1485008; 
1279.000000; 2048; 1536019; 
1280.000000; 2028; 1523656; 
1281.000000; 2004; 1503669; 
1282.000000; 2127; 1594329; 
1283.000000; 2237; 1674079; 
1284.000000; 2006; 1506307; 
1285.000000; 2099; 1567183; 
1286.000000; 2593; 1929615; 
1287.000000; 2857; 2134482; 
1288.000000; 2599; 1940247; 
1289.000000; 2256; 1693756; 
1290.000000; 2384; 1794060; 
1291.000000; 2586; 1941660; 
1292.000000; 2897; 2166034; 
1293.000000; 2556; 1910670; 
1294.000000; 1815; 1361489; 
1295.000000; 2942; 2208777; 
1296.000000; 2299; 1721615; 
1297.000000; 2504; 1878684; 
1298.000000; 2447; 1828381; 
1299.000000; 2891; 2157438; 
1300.000000; 2092; 1567590; 
1301.000000; 2775; 2070478; 
1302.000000; 2298; 1725891; 
1303.000000; 2516; 1873960; 
1304.000000; 2245; 1683973; 
1305.000000; 2636; 1978625; 
1306.000000; 2992; 2242543; 
1307.000000; 2270; 1701366; 
1308.000000; 2539; 1896051; 
1309.000000; 2924; 2182893; 
1310.000000; 1960; 1463308; 
1311.000000; 2554; 1901429; 
1312.000000; 2515; 1884526; 
1313.000000; 1844; 1371212; 
1314.000000; 2007; 1497252; 
1315.000000; 2986; 2232061; 
1316.000000; 2217; 1662391; 
1317.000000; 2309; 1731935; 
1318.000000; 2921; 2175464; 
1319.000000; 2956; 2194527; 
1320.000000; 2351; 1759051; 
1321.000000; 1973; 1480347; 
1322.000000; 2059; 1543934; 
1323.000000; 2297; 1726185; 
1324.000000; 1935; 1446571; 
1325.000000; 2414; 1809110; 
1326.000000; 2807; 2080240; 
1327.000000; 2369; 1767570; 
1328.000000; 2644; 1980619; 
1329.000000; 1882; 1412691; 
1330.000000; 1933; 1437956; 
1331.000000; 2399; 1811094; 
1332.000000; 2045; 1538283; 
1333.000000; 2731; 2041842; 
1334.000000; 1847; 1386355; 
1335.000000; 1833; 1374720; 
1336.000000; 2267; 1687748; 
1337.000000; 2573; 1918952; 
1338.000000; 2651; 1997603; 
1339.000000; 2832; 2123194; 
1340.000000; 2083; 1560680; 
1341.000000; 2060; 1545083; 
1342.000000; 2967; 2231138; 
1343.000000; 1879; 1405115; 
1344.000000; 2674; 1998223; 
1345.000000; 1927; 1448145; 
1346.000000; 2189; 1639515; 
1347.000000; 2820; 2117570; 
1348.000000; 1806; 1343031; 
1349.000000; 2322; 1744081; 
1350.000000; 2756; 2056040; 
1351.000000; 2405; 1796648; 
1352.000000; 2253; 1677039; 
1353.000000; 2783; 2087618; 
1354.000000; 2180; 1640195; 
1355.000000; 2993; 2246243; 
1356.000000; 2927; 2207719; 
1357.000000; 2751; 2058255; 
1358.000000; 2014; 1512477; 
1359.000000; 1870; 1404576; 
1360.000000; 2093; 1569884; 
1361.000000; 2669; 2028087; 
1362.000000; 1997; 1482775; 
1363.000000; 2065; 1548669; 
1364.000000; 1921; 1431424; 
1365.000000; 2027; 1518384; 
1366.000000; 1927; 1443471; 
1367.000000; 2549; 1896251; 
1368.000000; 1994; 1497970; 
1369.000000; 2533; 1898911; 
1370.000000; 2300; 1725320; 
1371.000000; 2340; 1769030; 
1372.000000; 2395; 1804074; 
1373.000000; 2063; 1543668; 
1374.000000; 2903; 2192375; 
1375.000000; 2822; 2113270; 
1376.000000; 2186; 1648833; 
1377.000000; 1993; 1500580; 
1378.000000; 2452; 1832409; 
1379.000000; 2114; 1583835; 
1380.000000; 2242; 1685487; 
1381.000000; 2504; 1866179; 
1382.000000; 2293; 1722577; 
1383.000000; 2898; 2170085; 
1384.000000; 2039; 1526239; 
1385.000000; 2382; 1789775; 
1386.000000; 1817; 1380332; 
1387.000000; 2991; 2234451; 
1388.000000; 1805; 1349313; 
1389.000000; 2825; 2129547; 
1390.000000; 1829; 1373053; 
1391.000000; 2756; 2062294; 
1392.000000; 2334; 1752727; 
1393.000000; 2746; 2051262; 
1394.000000; 2581; 1939564; 
1395.000000; 2159; 1620315; 
1396.000000; 1892; 1416648; 
1397.000000; 1869; 1401123; 
1398.000000; 2521; 1892471; 
1399.000000; 2599; 1943420; 
1400.000000; 2113; 1589832; 
1401.000000; 2606; 1954956; 
1402.000000; 2886; 2177183; 
1403.000000; 2903; 2175191; 
1404.000000; 2718; 2019684; 
1405.000000; 2908; 2178161; 
1406.000000; 2046; 1524362; 
1407.000000; 2723; 2041536; 
1408.000000; 2149; 1616125; 
1409.000000; 2753; 2073390; 
1410.000000; 1858; 1392457; 
1411.000000; 1979; 1481660; 
1412.000000; 2925; 2197156; 
1413.000000; 2020; 1519700; 
1414.000000; 1910; 1429182; 
1415.000000; 1980; 1481830; 
1416.000000; 2878; 2162139; 
1417.000000; 2779; 2080762; 
1418.000000; 2914; 2186207; 
1419.000000; 2161; 1611248; 
1420.000000; 2304; 1729284; 
1421.000000; 2148; 1615370; 
1422.000000; 1985; 1492042; 
1423.000000; 2289; 1726390; 
1424.000000; 2137; 1600031; 
1425.000000; 2433; 1829619; 
1426.000000; 2536; 1895675; 
1427.000000; 2783; 2103661; 
1428.000000; 1966; 1464321; 
1429.000000; 2841; 2118673; 
1430.000000; 1939; 1448997; 
1431.000000; 2593; 1948600; 
1432.000000; 2703; 2027417; 
1433.000000; 2234; 1672400; 
1434.000000; 2883; 2156668; 
1435.000000; 2126; 1601300; 
1436.000000; 2107; 1569885; 
1437.000000; 1815; 1367234; 
1438.000000; 2468; 1845085; 
1439.000000; 2319; 1745701; 
1440.000000; 2619; 1967851; 
1441.000000; 2413; 1820005; 
1442.000000; 1865; 1395296; 
1443.000000; 2480; 1852840; 
1444.000000; 2033; 1526371; 
1445.000000; 2069; 1542042; 
1446.000000; 2336; 1759374; 
1447.000000; 2427; 1815653; 
1448.000000; 2294; 1715524; 
1449.000000; 2781; 2080154; 
1450.000000; 2233; 1676545; 
1451.000000; 1866; 1407345; 
1452.000000; 2742; 2062668; 
1453.000000; 2634; 1983638; 
1454.000000; 2664; 1989091; 
1455.000000; 1899; 1414609; 
1456.000000; 2846; 2128670; 
1457.000000; 2257; 1702425; 
1458.000000; 2605; 1955005; 
1459.000000; 2031; 1517939; 
1460.000000; 2870; 2165791; 
1461.000000; 2670; 1999565; 
1462.000000; 2711; 2030247; 
1463.000000; 2939; 2209607; 
1464.000000; 2181; 1635167; 
1465.000000; 2827; 2120130; 
1466.000000; 2027; 1510029; 
1467.000000; 2093; 1566124; 
1468.000000; 2489; 1859187; 
1469.000000; 2727; 2040965; 
1470.000000; 2371; 1756747; 
1471.000000; 2494; 1862783; 
1472.000000; 2689; 2001761; 
1473.000000; 2444; 1834980; 
1474.000000; 2161; 1623038; 
1475.000000; 2675; 2011248; 
1476.000000; 2168; 1620607; 
1477.000000; 2123; 1601201; 
1478.000000; 2986; 2234706; 
1479.000000; 2803; 2091834; 
1480.000000; 2737; 2049428; 
1481.000000; 2134; 1592740; 
1482.000000; 2149; 1601399; 
1483.000000; 1839; 1373699; 
1484.000000; 2823; 2123161; 
1485.000000; 2298; 1724906; 
1486.000000; 2821; 2117155; 
1487.000000; 2664; 1980535; 
1488.000000; 2332; 1748538; 
1489.000000; 2977; 2231175; 
1490.000000; 2851; 2129239; 
1491.000000; 1804; 1359493; 
1492.000000; 2667; 1997730; 
1493.000000; 2844; 2134111; 
1494.000000; 2990; 2237582; 
1495.000000; 2729; 2045275; 
1496.000000; 2352; 1768519; 
1497.000000; 2900; 2175562; 
1498.000000; 2248; 1684977; 
1499.000000; 1994; 1500763; 
1500.000000; 2138; 1604480; 
1501.000000; 2760; 2062421; 
1502.000000; 2993; 2233911; 
1503.000000; 2634; 1980287; 
1504.000000; 1989; 1489660; 
1505.000000; 2051; 1531851; 
1506.000000; 2412; 1816783; 
1507.000000; 1899; 1432732; 
1508.000000; 2662; 2000834; 
1509.000000; 2939; 2219025; 
1510.000000; 2409; 1812767; 
1511.000000; 1813; 1366419; 
1512.000000; 2761; 2057010; 
1513.000000; 2576; 1944152; 
1514.000000; 1839; 1385751; 
1515.000000; 2848; 2140104; 
1516.000000; 2265; 1700836; 
1517.000000; 2998; 2258765; 
